Item,Language,Participant,Participant,Gender,Age,Rating
hairdresser,Chinese,,zh_64,female,<25,-1
hairdresser,Chinese,,zh_65,female,<25,0
hairdresser,Chinese,,zh_66,male,25-35,0
hairdresser,Chinese,,zh_67,male,35-45,0
hairdresser,Chinese,,zh_68,male,25-35,0
hairdresser,Chinese,,zh_69,male,25-35,-1
hairdresser,Chinese,,zh_70,male,<25,0
hairdresser,Chinese,,zh_71,male,<25,0
hairdresser,Chinese,,zh_72,male,35-45,-1
hairdresser,Chinese,,zh_73,male,25-35,1
hairdresser,Chinese,,zh_74,male,25-35,0
hairdresser,Chinese,,zh_75,male,<25,-1
hairdresser,Chinese,,zh_76,male,25-35,0
hairdresser,Chinese,,zh_77,male,25-35,1
hairdresser,Chinese,,zh_78,male,<25,0
hairdresser,Chinese,,zh_79,male,25-35,0
hairdresser,Chinese,,zh_80,male,<25,-1
hairdresser,Chinese,,zh_81,male,<25,0
hairdresser,Chinese,,zh_82,male,25-35,-2
hairdresser,Chinese,,zh_83,male,35-45,-1
hairdresser,Chinese,,zh_84,male,<25,0
hairdresser,Chinese,,zh_85,male,45-55,0
,Chinese,,zh_1,male,<25,1
,Chinese,,zh_2,female,<25,1
,Chinese,,zh_3,female,<25,2
,Chinese,,zh_4,female,<25,1
,Chinese,,zh_5,male,<25,2
,Chinese,,zh_6,female,<25,1
,Chinese,,zh_7,female,<25,0
,Chinese,,zh_8,male,<25,0
,Chinese,,zh_9,male,35-45,0
,Chinese,,zh_10,male,<25,1
,Chinese,,zh_11,female,25-35,0
,Chinese,,zh_12,male,25-35,1
,Chinese,,zh_13,female,25-35,0
,Chinese,,zh_14,female,<25,0
,Chinese,,zh_15,male,<25,2
,Chinese,,zh_16,male,<25,2
,Chinese,,zh_17,male,<25,0
,Chinese,,zh_18,female,25-35,0
,Chinese,,zh_19,male,<25,0
,Chinese,,zh_20,male,25-35,0
,Chinese,,zh_21,male,25-35,2
,Chinese,,zh_22,male,25-35,0
,Chinese,,zh_23,male,25-35,0
,Chinese,,zh_24,female,<25,1
,Chinese,,zh_25,male,25-35,2
,Chinese,,zh_26,female,25-35,0
,Chinese,,zh_27,male,25-35,0
,Chinese,,zh_28,female,<25,3
,Chinese,,zh_29,male,25-35,2
,Chinese,,zh_30,female,25-35,-1
,Chinese,,zh_31,female,25-35,1
,Chinese,,zh_32,female,<25,1
,Chinese,,zh_33,female,<25,2
,Chinese,,zh_34,female,25-35,2
,Chinese,,zh_35,female,25-35,0
,Chinese,,zh_36,male,25-35,0
,Chinese,,zh_37,female,<25,2
,Chinese,,zh_38,female,<25,1
,Chinese,,zh_39,female,25-35,1
,Chinese,,zh_40,female,25-35,0
,Chinese,,zh_41,female,25-35,2
,Chinese,,zh_42,female,25-35,2
,Chinese,,zh_43,female,<25,0
,Chinese,,zh_44,male,25-35,1
,Chinese,,zh_45,female,25-35,2
,Chinese,,zh_46,male,25-35,3
,Chinese,,zh_47,male,25-35,0
,Chinese,,zh_48,male,35-45,2
,Chinese,,zh_49,male,25-35,1
,Chinese,,zh_50,female,25-35,1
,Chinese,,zh_51,female,25-35,1
,Chinese,,zh_52,female,25-35,2
,Chinese,,zh_53,male,35-45,1
,Chinese,,zh_54,female,25-35,2
,Chinese,,zh_55,female,25-35,0
,Chinese,,zh_56,female,25-35,2
,Chinese,,zh_57,female,25-35,1
,Chinese,,zh_58,male,<25,-1
,Chinese,,zh_59,female,<25,1
,Chinese,,zh_60,female,<25,2
,Chinese,,zh_61,female,25-35,0
,Chinese,,zh_62,female,25-35,2
,Chinese,,zh_63,female,25-35,3
,Chinese,,zh_64,female,<25,2
,Chinese,,zh_65,female,<25,0
,Chinese,,zh_66,male,25-35,-2
,Chinese,,zh_67,male,35-45,2
,Chinese,,zh_68,male,25-35,-1
,Chinese,,zh_69,male,25-35,1
,Chinese,,zh_70,male,<25,0
,Chinese,,zh_71,male,<25,0
,Chinese,,zh_72,male,35-45,1
,Chinese,,zh_73,male,25-35,1
,Chinese,,zh_74,male,25-35,0
,Chinese,,zh_75,male,<25,0
,Chinese,,zh_76,male,25-35,-1
,Chinese,,zh_77,male,25-35,1
,Chinese,,zh_78,male,<25,1
,Chinese,,zh_79,male,25-35,1
,Chinese,,zh_80,male,<25,1
,Chinese,,zh_81,male,<25,0
,Chinese,,zh_82,male,25-35,1
,Chinese,,zh_83,male,35-45,2
,Chinese,,zh_84,male,<25,0
,Chinese,,zh_85,male,45-55,2
ticket seller,Chinese,,zh_1,male,<25,1
ticket seller,Chinese,,zh_2,female,<25,0
ticket seller,Chinese,,zh_3,female,<25,1
ticket seller,Chinese,,zh_4,female,<25,0
ticket seller,Chinese,,zh_5,male,<25,0
ticket seller,Chinese,,zh_6,female,<25,1
ticket seller,Chinese,,zh_7,female,<25,1
ticket seller,Chinese,,zh_8,male,<25,0
ticket seller,Chinese,,zh_9,male,35-45,0
ticket seller,Chinese,,zh_10,male,<25,1
ticket seller,Chinese,,zh_11,female,25-35,1
ticket seller,Chinese,,zh_12,male,25-35,0
ticket seller,Chinese,,zh_13,female,25-35,0
ticket seller,Chinese,,zh_14,female,<25,0
ticket seller,Chinese,,zh_15,male,<25,0
ticket seller,Chinese,,zh_16,male,<25,1
ticket seller,Chinese,,zh_17,male,<25,0
ticket seller,Chinese,,zh_18,female,25-35,0
ticket seller,Chinese,,zh_19,male,<25,0
ticket seller,Chinese,,zh_20,male,25-35,0
ticket seller,Chinese,,zh_21,male,25-35,0
ticket seller,Chinese,,zh_22,male,25-35,0
ticket seller,Chinese,,zh_23,male,25-35,0
ticket seller,Chinese,,zh_24,female,<25,1
ticket seller,Chinese,,zh_25,male,25-35,2
ticket seller,Chinese,,zh_26,female,25-35,1
ticket seller,Chinese,,zh_27,male,25-35,1
ticket seller,Chinese,,zh_28,female,<25,3
ticket seller,Chinese,,zh_29,male,25-35,1
ticket seller,Chinese,,zh_30,female,25-35,2
ticket seller,Chinese,,zh_31,female,25-35,0
ticket seller,Chinese,,zh_32,female,<25,2
ticket seller,Chinese,,zh_33,female,<25,1
ticket seller,Chinese,,zh_34,female,25-35,1
ticket seller,Chinese,,zh_35,female,25-35,1
ticket seller,Chinese,,zh_36,male,25-35,1
ticket seller,Chinese,,zh_37,female,<25,0
ticket seller,Chinese,,zh_38,female,<25,0
ticket seller,Chinese,,zh_39,female,25-35,1
ticket seller,Chinese,,zh_40,female,25-35,1
ticket seller,Chinese,,zh_41,female,25-35,1
ticket seller,Chinese,,zh_42,female,25-35,0
ticket seller,Chinese,,zh_43,female,<25,1
ticket seller,Chinese,,zh_44,male,25-35,2
ticket seller,Chinese,,zh_45,female,25-35,1
ticket seller,Chinese,,zh_46,male,25-35,1
ticket seller,Chinese,,zh_47,male,25-35,0
ticket seller,Chinese,,zh_48,male,35-45,1
ticket seller,Chinese,,zh_49,male,25-35,2
ticket seller,Chinese,,zh_50,female,25-35,2
ticket seller,Chinese,,zh_51,female,25-35,3
ticket seller,Chinese,,zh_52,female,25-35,1
ticket seller,Chinese,,zh_53,male,35-45,-1
ticket seller,Chinese,,zh_54,female,25-35,1
ticket seller,Chinese,,zh_55,female,25-35,1
ticket seller,Chinese,,zh_56,female,25-35,1
ticket seller,Chinese,,zh_57,female,25-35,0
ticket seller,Chinese,,zh_58,male,<25,1
ticket seller,Chinese,,zh_59,female,<25,1
ticket seller,Chinese,,zh_60,female,<25,0
ticket seller,Chinese,,zh_61,female,25-35,0
ticket seller,Chinese,,zh_62,female,25-35,2
ticket seller,Chinese,,zh_63,female,25-35,2
ticket seller,Chinese,,zh_64,female,<25,2
ticket seller,Chinese,,zh_65,female,<25,0
ticket seller,Chinese,,zh_66,male,25-35,0
ticket seller,Chinese,,zh_67,male,35-45,2
ticket seller,Chinese,,zh_68,male,25-35,2
ticket seller,Chinese,,zh_69,male,25-35,0
ticket seller,Chinese,,zh_70,male,<25,0
ticket seller,Chinese,,zh_71,male,<25,0
ticket seller,Chinese,,zh_72,male,35-45,2
ticket seller,Chinese,,zh_73,male,25-35,1
ticket seller,Chinese,,zh_74,male,25-35,1
ticket seller,Chinese,,zh_75,male,<25,1
ticket seller,Chinese,,zh_76,male,25-35,1
ticket seller,Chinese,,zh_77,male,25-35,1
ticket seller,Chinese,,zh_78,male,<25,0
ticket seller,Chinese,,zh_79,male,25-35,0
ticket seller,Chinese,,zh_80,male,<25,1
ticket seller,Chinese,,zh_81,male,<25,0
ticket seller,Chinese,,zh_82,male,25-35,2
ticket seller,Chinese,,zh_83,male,35-45,2
ticket seller,Chinese,,zh_84,male,<25,0
ticket seller,Chinese,,zh_85,male,45-55,1
chef,Chinese,,zh_1,male,<25,-1
chef,Chinese,,zh_2,female,<25,0
chef,Chinese,,zh_3,female,<25,-2
chef,Chinese,,zh_4,female,<25,-1
chef,Chinese,,zh_5,male,<25,-2
chef,Chinese,,zh_6,female,<25,-1
chef,Chinese,,zh_7,female,<25,-1
chef,Chinese,,zh_8,male,<25,0
chef,Chinese,,zh_9,male,35-45,-2
chef,Chinese,,zh_10,male,<25,-1
chef,Chinese,,zh_11,female,25-35,-1
chef,Chinese,,zh_12,male,25-35,-2
chef,Chinese,,zh_13,female,25-35,-1
chef,Chinese,,zh_14,female,<25,-1
chef,Chinese,,zh_15,male,<25,-2
chef,Chinese,,zh_16,male,<25,-2
chef,Chinese,,zh_17,male,<25,0
chef,Chinese,,zh_18,female,25-35,-1
chef,Chinese,,zh_19,male,<25,0
chef,Chinese,,zh_20,male,25-35,0
chef,Chinese,,zh_21,male,25-35,-2
chef,Chinese,,zh_22,male,25-35,-1
chef,Chinese,,zh_23,male,25-35,0
chef,Chinese,,zh_24,female,<25,-1
chef,Chinese,,zh_25,male,25-35,-1
chef,Chinese,,zh_26,female,25-35,-1
chef,Chinese,,zh_27,male,25-35,-1
chef,Chinese,,zh_28,female,<25,1
chef,Chinese,,zh_29,male,25-35,-2
chef,Chinese,,zh_30,female,25-35,-1
chef,Chinese,,zh_31,female,25-35,-2
chef,Chinese,,zh_32,female,<25,-2
chef,Chinese,,zh_33,female,<25,-1
chef,Chinese,,zh_34,female,25-35,-1
chef,Chinese,,zh_35,female,25-35,0
chef,Chinese,,zh_36,male,25-35,0
chef,Chinese,,zh_37,female,<25,-2
chef,Chinese,,zh_38,female,<25,-1
chef,Chinese,,zh_39,female,25-35,-2
chef,Chinese,,zh_40,female,25-35,-1
chef,Chinese,,zh_41,female,25-35,-2
chef,Chinese,,zh_42,female,25-35,-2
chef,Chinese,,zh_43,female,<25,0
chef,Chinese,,zh_44,male,25-35,-1
chef,Chinese,,zh_45,female,25-35,-1
chef,Chinese,,zh_46,male,25-35,-2
chef,Chinese,,zh_47,male,25-35,-2
chef,Chinese,,zh_48,male,35-45,-1
chef,Chinese,,zh_49,male,25-35,-2
chef,Chinese,,zh_50,female,25-35,-1
chef,Chinese,,zh_51,female,25-35,-1
chef,Chinese,,zh_52,female,25-35,-3
chef,Chinese,,zh_53,male,35-45,-2
chef,Chinese,,zh_54,female,25-35,-1
chef,Chinese,,zh_55,female,25-35,-2
chef,Chinese,,zh_56,female,25-35,-1
chef,Chinese,,zh_57,female,25-35,-2
chef,Chinese,,zh_58,male,<25,0
chef,Chinese,,zh_59,female,<25,-1
chef,Chinese,,zh_60,female,<25,0
chef,Chinese,,zh_61,female,25-35,0
chef,Chinese,,zh_62,female,25-35,-2
chef,Chinese,,zh_63,female,25-35,-2
chef,Chinese,,zh_64,female,<25,-2
chef,Chinese,,zh_65,female,<25,0
chef,Chinese,,zh_66,male,25-35,-1
chef,Chinese,,zh_67,male,35-45,1
chef,Chinese,,zh_68,male,25-35,-2
chef,Chinese,,zh_69,male,25-35,-1
chef,Chinese,,zh_70,male,<25,0
chef,Chinese,,zh_71,male,<25,-1
chef,Chinese,,zh_72,male,35-45,0
chef,Chinese,,zh_73,male,25-35,-1
chef,Chinese,,zh_74,male,25-35,-1
chef,Chinese,,zh_75,male,<25,1
chef,Chinese,,zh_76,male,25-35,-1
chef,Chinese,,zh_77,male,25-35,-1
chef,Chinese,,zh_78,male,<25,0
chef,Chinese,,zh_79,male,25-35,-2
chef,Chinese,,zh_80,male,<25,-1
chef,Chinese,,zh_81,male,<25,-1
chef,Chinese,,zh_82,male,25-35,-2
chef,Chinese,,zh_83,male,35-45,1
chef,Chinese,,zh_84,male,<25,-1
chef,Chinese,,zh_85,male,45-55,-1
dietitian,Chinese,,zh_1,male,<25,0
dietitian,Chinese,,zh_2,female,<25,1
dietitian,Chinese,,zh_3,female,<25,2
dietitian,Chinese,,zh_4,female,<25,0
dietitian,Chinese,,zh_5,male,<25,-1
dietitian,Chinese,,zh_6,female,<25,0
dietitian,Chinese,,zh_7,female,<25,0
dietitian,Chinese,,zh_8,male,<25,0
dietitian,Chinese,,zh_9,male,35-45,0
dietitian,Chinese,,zh_10,male,<25,1
dietitian,Chinese,,zh_11,female,25-35,0
dietitian,Chinese,,zh_12,male,25-35,0
dietitian,Chinese,,zh_13,female,25-35,0
dietitian,Chinese,,zh_14,female,<25,0
dietitian,Chinese,,zh_15,male,<25,0
dietitian,Chinese,,zh_16,male,<25,0
dietitian,Chinese,,zh_17,male,<25,0
dietitian,Chinese,,zh_18,female,25-35,0
dietitian,Chinese,,zh_19,male,<25,0
dietitian,Chinese,,zh_20,male,25-35,0
dietitian,Chinese,,zh_21,male,25-35,1
dietitian,Chinese,,zh_22,male,25-35,1
dietitian,Chinese,,zh_23,male,25-35,0
dietitian,Chinese,,zh_24,female,<25,0
dietitian,Chinese,,zh_25,male,25-35,1
dietitian,Chinese,,zh_26,female,25-35,0
dietitian,Chinese,,zh_27,male,25-35,0
dietitian,Chinese,,zh_28,female,<25,1
dietitian,Chinese,,zh_29,male,25-35,0
dietitian,Chinese,,zh_30,female,25-35,2
dietitian,Chinese,,zh_31,female,25-35,2
dietitian,Chinese,,zh_32,female,<25,2
dietitian,Chinese,,zh_33,female,<25,3
dietitian,Chinese,,zh_34,female,25-35,1
dietitian,Chinese,,zh_35,female,25-35,1
dietitian,Chinese,,zh_36,male,25-35,0
dietitian,Chinese,,zh_37,female,<25,0
dietitian,Chinese,,zh_38,female,<25,1
dietitian,Chinese,,zh_39,female,25-35,2
dietitian,Chinese,,zh_40,female,25-35,1
dietitian,Chinese,,zh_41,female,25-35,-1
dietitian,Chinese,,zh_42,female,25-35,1
dietitian,Chinese,,zh_43,female,<25,0
dietitian,Chinese,,zh_44,male,25-35,1
dietitian,Chinese,,zh_45,female,25-35,1
dietitian,Chinese,,zh_46,male,25-35,0
dietitian,Chinese,,zh_47,male,25-35,2
dietitian,Chinese,,zh_48,male,35-45,0
dietitian,Chinese,,zh_49,male,25-35,0
dietitian,Chinese,,zh_50,female,25-35,1
dietitian,Chinese,,zh_51,female,25-35,1
dietitian,Chinese,,zh_52,female,25-35,1
dietitian,Chinese,,zh_53,male,35-45,-1
dietitian,Chinese,,zh_54,female,25-35,0
dietitian,Chinese,,zh_55,female,25-35,0
dietitian,Chinese,,zh_56,female,25-35,-1
dietitian,Chinese,,zh_57,female,25-35,0
dietitian,Chinese,,zh_58,male,<25,0
dietitian,Chinese,,zh_59,female,<25,0
dietitian,Chinese,,zh_60,female,<25,0
dietitian,Chinese,,zh_61,female,25-35,0
dietitian,Chinese,,zh_62,female,25-35,2
dietitian,Chinese,,zh_63,female,25-35,0
dietitian,Chinese,,zh_64,female,<25,0
dietitian,Chinese,,zh_65,female,<25,1
dietitian,Chinese,,zh_66,male,25-35,0
dietitian,Chinese,,zh_67,male,35-45,-1
dietitian,Chinese,,zh_68,male,25-35,2
dietitian,Chinese,,zh_69,male,25-35,1
dietitian,Chinese,,zh_70,male,<25,0
dietitian,Chinese,,zh_71,male,<25,1
dietitian,Chinese,,zh_72,male,35-45,-1
dietitian,Chinese,,zh_73,male,25-35,1
dietitian,Chinese,,zh_74,male,25-35,1
dietitian,Chinese,,zh_75,male,<25,0
dietitian,Chinese,,zh_76,male,25-35,0
dietitian,Chinese,,zh_77,male,25-35,1
dietitian,Chinese,,zh_78,male,<25,0
dietitian,Chinese,,zh_79,male,25-35,0
dietitian,Chinese,,zh_80,male,<25,1
dietitian,Chinese,,zh_81,male,<25,0
dietitian,Chinese,,zh_82,male,25-35,-1
dietitian,Chinese,,zh_83,male,35-45,1
dietitian,Chinese,,zh_84,male,<25,1
dietitian,Chinese,,zh_85,male,45-55,0
housekeeper,Chinese,,zh_1,male,<25,1
housekeeper,Chinese,,zh_2,female,<25,0
housekeeper,Chinese,,zh_3,female,<25,2
housekeeper,Chinese,,zh_4,female,<25,0
housekeeper,Chinese,,zh_5,male,<25,1
housekeeper,Chinese,,zh_6,female,<25,1
housekeeper,Chinese,,zh_7,female,<25,2
housekeeper,Chinese,,zh_8,male,<25,0
housekeeper,Chinese,,zh_9,male,35-45,0
housekeeper,Chinese,,zh_10,male,<25,0
housekeeper,Chinese,,zh_11,female,25-35,0
housekeeper,Chinese,,zh_12,male,25-35,0
housekeeper,Chinese,,zh_13,female,25-35,1
housekeeper,Chinese,,zh_14,female,<25,0
housekeeper,Chinese,,zh_15,male,<25,1
housekeeper,Chinese,,zh_16,male,<25,1
housekeeper,Chinese,,zh_17,male,<25,0
housekeeper,Chinese,,zh_18,female,25-35,0
housekeeper,Chinese,,zh_19,male,<25,0
housekeeper,Chinese,,zh_20,male,25-35,0
housekeeper,Chinese,,zh_21,male,25-35,-1
housekeeper,Chinese,,zh_22,male,25-35,2
housekeeper,Chinese,,zh_23,male,25-35,0
housekeeper,Chinese,,zh_24,female,<25,1
housekeeper,Chinese,,zh_25,male,25-35,1
housekeeper,Chinese,,zh_26,female,25-35,2
housekeeper,Chinese,,zh_27,male,25-35,-1
housekeeper,Chinese,,zh_28,female,<25,3
housekeeper,Chinese,,zh_29,male,25-35,1
housekeeper,Chinese,,zh_30,female,25-35,2
housekeeper,Chinese,,zh_31,female,25-35,1
housekeeper,Chinese,,zh_32,female,<25,2
housekeeper,Chinese,,zh_33,female,<25,2
housekeeper,Chinese,,zh_34,female,25-35,1
housekeeper,Chinese,,zh_35,female,25-35,0
housekeeper,Chinese,,zh_36,male,25-35,1
housekeeper,Chinese,,zh_37,female,<25,1
housekeeper,Chinese,,zh_38,female,<25,1
housekeeper,Chinese,,zh_39,female,25-35,2
housekeeper,Chinese,,zh_40,female,25-35,1
housekeeper,Chinese,,zh_41,female,25-35,2
housekeeper,Chinese,,zh_42,female,25-35,2
housekeeper,Chinese,,zh_43,female,<25,1
housekeeper,Chinese,,zh_44,male,25-35,1
housekeeper,Chinese,,zh_45,female,25-35,2
housekeeper,Chinese,,zh_46,male,25-35,2
housekeeper,Chinese,,zh_47,male,25-35,0
housekeeper,Chinese,,zh_48,male,35-45,1
housekeeper,Chinese,,zh_49,male,25-35,2
housekeeper,Chinese,,zh_50,female,25-35,2
housekeeper,Chinese,,zh_51,female,25-35,3
housekeeper,Chinese,,zh_52,female,25-35,3
housekeeper,Chinese,,zh_53,male,35-45,1
housekeeper,Chinese,,zh_54,female,25-35,1
housekeeper,Chinese,,zh_55,female,25-35,1
housekeeper,Chinese,,zh_56,female,25-35,2
housekeeper,Chinese,,zh_57,female,25-35,0
housekeeper,Chinese,,zh_58,male,<25,1
housekeeper,Chinese,,zh_59,female,<25,1
housekeeper,Chinese,,zh_60,female,<25,0
housekeeper,Chinese,,zh_61,female,25-35,0
housekeeper,Chinese,,zh_62,female,25-35,2
housekeeper,Chinese,,zh_63,female,25-35,2
housekeeper,Chinese,,zh_64,female,<25,1
housekeeper,Chinese,,zh_65,female,<25,0
housekeeper,Chinese,,zh_66,male,25-35,1
housekeeper,Chinese,,zh_67,male,35-45,2
housekeeper,Chinese,,zh_68,male,25-35,1
housekeeper,Chinese,,zh_69,male,25-35,2
housekeeper,Chinese,,zh_70,male,<25,1
housekeeper,Chinese,,zh_71,male,<25,1
housekeeper,Chinese,,zh_72,male,35-45,1
housekeeper,Chinese,,zh_73,male,25-35,2
housekeeper,Chinese,,zh_74,male,25-35,2
housekeeper,Chinese,,zh_75,male,<25,1
housekeeper,Chinese,,zh_76,male,25-35,0
housekeeper,Chinese,,zh_77,male,25-35,1
housekeeper,Chinese,,zh_78,male,<25,1
housekeeper,Chinese,,zh_79,male,25-35,0
housekeeper,Chinese,,zh_80,male,<25,0
housekeeper,Chinese,,zh_81,male,<25,0
housekeeper,Chinese,,zh_82,male,25-35,1
housekeeper,Chinese,,zh_83,male,35-45,1
housekeeper,Chinese,,zh_84,male,<25,2
housekeeper,Chinese,,zh_85,male,45-55,1
cashier,Chinese,,zh_1,male,<25,1
cashier,Chinese,,zh_2,female,<25,1
cashier,Chinese,,zh_3,female,<25,2
cashier,Chinese,,zh_4,female,<25,1
cashier,Chinese,,zh_5,male,<25,1
cashier,Chinese,,zh_6,female,<25,2
cashier,Chinese,,zh_7,female,<25,2
cashier,Chinese,,zh_8,male,<25,0
cashier,Chinese,,zh_9,male,35-45,1
cashier,Chinese,,zh_10,male,<25,2
cashier,Chinese,,zh_11,female,25-35,1
cashier,Chinese,,zh_12,male,25-35,1
cashier,Chinese,,zh_13,female,25-35,1
cashier,Chinese,,zh_14,female,<25,1
cashier,Chinese,,zh_15,male,<25,1
cashier,Chinese,,zh_16,male,<25,1
cashier,Chinese,,zh_17,male,<25,0
cashier,Chinese,,zh_18,female,25-35,0
cashier,Chinese,,zh_19,male,<25,1
cashier,Chinese,,zh_20,male,25-35,0
cashier,Chinese,,zh_21,male,25-35,0
cashier,Chinese,,zh_22,male,25-35,0
cashier,Chinese,,zh_23,male,25-35,0
cashier,Chinese,,zh_24,female,<25,1
cashier,Chinese,,zh_25,male,25-35,1
cashier,Chinese,,zh_26,female,25-35,1
cashier,Chinese,,zh_27,male,25-35,1
cashier,Chinese,,zh_28,female,<25,3
cashier,Chinese,,zh_29,male,25-35,0
cashier,Chinese,,zh_30,female,25-35,2
cashier,Chinese,,zh_31,female,25-35,0
cashier,Chinese,,zh_32,female,<25,2
cashier,Chinese,,zh_33,female,<25,2
cashier,Chinese,,zh_34,female,25-35,0
cashier,Chinese,,zh_35,female,25-35,1
cashier,Chinese,,zh_36,male,25-35,1
cashier,Chinese,,zh_37,female,<25,2
cashier,Chinese,,zh_38,female,<25,0
cashier,Chinese,,zh_39,female,25-35,2
cashier,Chinese,,zh_40,female,25-35,2
cashier,Chinese,,zh_41,female,25-35,1
cashier,Chinese,,zh_42,female,25-35,2
cashier,Chinese,,zh_43,female,<25,2
cashier,Chinese,,zh_44,male,25-35,1
cashier,Chinese,,zh_45,female,25-35,2
cashier,Chinese,,zh_46,male,25-35,2
cashier,Chinese,,zh_47,male,25-35,0
cashier,Chinese,,zh_48,male,35-45,1
cashier,Chinese,,zh_49,male,25-35,2
cashier,Chinese,,zh_50,female,25-35,1
cashier,Chinese,,zh_51,female,25-35,2
cashier,Chinese,,zh_52,female,25-35,3
cashier,Chinese,,zh_53,male,35-45,1
cashier,Chinese,,zh_54,female,25-35,2
cashier,Chinese,,zh_55,female,25-35,1
cashier,Chinese,,zh_56,female,25-35,0
cashier,Chinese,,zh_57,female,25-35,2
cashier,Chinese,,zh_58,male,<25,1
cashier,Chinese,,zh_59,female,<25,1
cashier,Chinese,,zh_60,female,<25,2
cashier,Chinese,,zh_61,female,25-35,0
cashier,Chinese,,zh_62,female,25-35,2
cashier,Chinese,,zh_63,female,25-35,2
cashier,Chinese,,zh_64,female,<25,2
cashier,Chinese,,zh_65,female,<25,1
cashier,Chinese,,zh_66,male,25-35,0
cashier,Chinese,,zh_67,male,35-45,1
cashier,Chinese,,zh_68,male,25-35,1
cashier,Chinese,,zh_69,male,25-35,1
cashier,Chinese,,zh_70,male,<25,0
cashier,Chinese,,zh_71,male,<25,0
cashier,Chinese,,zh_72,male,35-45,1
cashier,Chinese,,zh_73,male,25-35,2
cashier,Chinese,,zh_74,male,25-35,1
cashier,Chinese,,zh_75,male,<25,2
cashier,Chinese,,zh_76,male,25-35,1
cashier,Chinese,,zh_77,male,25-35,1
cashier,Chinese,,zh_78,male,<25,0
cashier,Chinese,,zh_79,male,25-35,0
cashier,Chinese,,zh_80,male,<25,2
cashier,Chinese,,zh_81,male,<25,-1
cashier,Chinese,,zh_82,male,25-35,2
cashier,Chinese,,zh_83,male,35-45,1
cashier,Chinese,,zh_84,male,<25,2
cashier,Chinese,,zh_85,male,45-55,2
doctor,Chinese,,zh_1,male,<25,0
doctor,Chinese,,zh_2,female,<25,0
doctor,Chinese,,zh_3,female,<25,-2
doctor,Chinese,,zh_4,female,<25,0
doctor,Chinese,,zh_5,male,<25,-1
doctor,Chinese,,zh_6,female,<25,0
doctor,Chinese,,zh_7,female,<25,0
doctor,Chinese,,zh_8,male,<25,0
doctor,Chinese,,zh_9,male,35-45,0
doctor,Chinese,,zh_10,male,<25,0
doctor,Chinese,,zh_11,female,25-35,-1
doctor,Chinese,,zh_12,male,25-35,-1
doctor,Chinese,,zh_13,female,25-35,0
doctor,Chinese,,zh_14,female,<25,0
doctor,Chinese,,zh_15,male,<25,0
doctor,Chinese,,zh_16,male,<25,0
doctor,Chinese,,zh_17,male,<25,0
doctor,Chinese,,zh_18,female,25-35,0
doctor,Chinese,,zh_19,male,<25,0
doctor,Chinese,,zh_20,male,25-35,0
doctor,Chinese,,zh_21,male,25-35,0
doctor,Chinese,,zh_22,male,25-35,0
doctor,Chinese,,zh_23,male,25-35,0
doctor,Chinese,,zh_24,female,<25,0
doctor,Chinese,,zh_25,male,25-35,0
doctor,Chinese,,zh_26,female,25-35,0
doctor,Chinese,,zh_27,male,25-35,0
doctor,Chinese,,zh_28,female,<25,-1
doctor,Chinese,,zh_29,male,25-35,0
doctor,Chinese,,zh_30,female,25-35,0
doctor,Chinese,,zh_31,female,25-35,0
doctor,Chinese,,zh_32,female,<25,0
doctor,Chinese,,zh_33,female,<25,0
doctor,Chinese,,zh_34,female,25-35,1
doctor,Chinese,,zh_35,female,25-35,0
doctor,Chinese,,zh_36,male,25-35,0
doctor,Chinese,,zh_37,female,<25,-1
doctor,Chinese,,zh_38,female,<25,0
doctor,Chinese,,zh_39,female,25-35,-1
doctor,Chinese,,zh_40,female,25-35,-1
doctor,Chinese,,zh_41,female,25-35,-1
doctor,Chinese,,zh_42,female,25-35,0
doctor,Chinese,,zh_43,female,<25,0
doctor,Chinese,,zh_44,male,25-35,0
doctor,Chinese,,zh_45,female,25-35,0
doctor,Chinese,,zh_46,male,25-35,1
doctor,Chinese,,zh_47,male,25-35,0
doctor,Chinese,,zh_48,male,35-45,1
doctor,Chinese,,zh_49,male,25-35,-1
doctor,Chinese,,zh_50,female,25-35,0
doctor,Chinese,,zh_51,female,25-35,0
doctor,Chinese,,zh_52,female,25-35,0
doctor,Chinese,,zh_53,male,35-45,-1
doctor,Chinese,,zh_54,female,25-35,0
doctor,Chinese,,zh_55,female,25-35,0
doctor,Chinese,,zh_56,female,25-35,-1
doctor,Chinese,,zh_57,female,25-35,-1
doctor,Chinese,,zh_58,male,<25,0
doctor,Chinese,,zh_59,female,<25,0
doctor,Chinese,,zh_60,female,<25,0
doctor,Chinese,,zh_61,female,25-35,0
doctor,Chinese,,zh_62,female,25-35,-2
doctor,Chinese,,zh_63,female,25-35,-1
doctor,Chinese,,zh_64,female,<25,0
doctor,Chinese,,zh_65,female,<25,-1
doctor,Chinese,,zh_66,male,25-35,0
doctor,Chinese,,zh_67,male,35-45,-1
doctor,Chinese,,zh_68,male,25-35,2
doctor,Chinese,,zh_69,male,25-35,-1
doctor,Chinese,,zh_70,male,<25,0
doctor,Chinese,,zh_71,male,<25,0
doctor,Chinese,,zh_72,male,35-45,-1
doctor,Chinese,,zh_73,male,25-35,1
doctor,Chinese,,zh_74,male,25-35,0
doctor,Chinese,,zh_75,male,<25,0
