Item,Language,Participant,Participant,Gender,Age,Rating
shop assistant,Hungarian,hu_14,,female,25-35,0
shop assistant,Hungarian,hu_15,,female,35-45,1
shop assistant,Hungarian,hu_16,,female,25-35,2
shop assistant,Hungarian,hu_17,,female,45-55,0
shop assistant,Hungarian,hu_18,,female,45-55,0
shop assistant,Hungarian,hu_19,,female,25-35,2
shop assistant,Hungarian,hu_20,,female,25-35,1
shop assistant,Hungarian,hu_21,,female,25-35,0
shop assistant,Hungarian,hu_22,,male,25-35,1
shop assistant,Hungarian,hu_23,,male,25-35,0
shop assistant,Hungarian,hu_24,,male,25-35,2
shop assistant,Hungarian,hu_25,,male,25-35,2
shop assistant,Hungarian,hu_26,,female,25-35,0
shop assistant,Hungarian,hu_28,,male,25-35,1
shop assistant,Hungarian,hu_30,,female,25-35,0
shop assistant,Hungarian,hu_31,,male,25-35,3
shop assistant,Hungarian,hu_33,,male,35-45,0
shop assistant,Hungarian,hu_34,,female,25-35,0
shop assistant,Hungarian,hu_35,,male,35-45,0
shop assistant,Hungarian,hu_36,,male,25-35,0
shop assistant,Hungarian,hu_37,,male,25-35,2
shop assistant,Hungarian,hu_38,,female,35-45,1
shop assistant,Hungarian,hu_40,,male,25-35,1
shop assistant,Hungarian,hu_42,,female,25-35,0
shop assistant,Hungarian,hu_43,,male,25-35,0
shop assistant,Hungarian,hu_44,,male,25-35,0
shop assistant,Hungarian,hu_45,,female,<25,2
shop assistant,Hungarian,hu_46,,female,25-35,0
shop assistant,Hungarian,hu_47,,male,25-35,0
shop assistant,Hungarian,hu_48,,male,35-45,0
shop assistant,Hungarian,hu_49,,male,25-35,0
shop assistant,Hungarian,hu_50,,male,25-35,2
shop assistant,Hungarian,hu_51,,male,25-35,1
shop assistant,Hungarian,hu_52,,male,25-35,2
shop assistant,Hungarian,hu_53,,male,25-35,0
shop assistant,Hungarian,hu_54,,male,45-55,0
shop assistant,Hungarian,hu_55,,female,35-45,2
shop assistant,Hungarian,hu_56,,female,25-35,0
shop assistant,Hungarian,hu_58,,female,25-35,0
shop assistant,Hungarian,hu_60,,female,25-35,0
shop assistant,Hungarian,hu_62,,male,25-35,0
shop assistant,Hungarian,hu_64,,male,<25,0
shop assistant,Hungarian,hu_65,,female,35-45,0
shop assistant,Hungarian,hu_66,,female,25-35,0
shop assistant,Hungarian,hu_67,,male,<25,2
shop assistant,Hungarian,hu_68,,female,35-45,0
shop assistant,Hungarian,hu_70,,male,25-35,0
shop assistant,Hungarian,hu_71,,female,25-35,1
shop assistant,Hungarian,hu_72,,male,<25,0
shop assistant,Hungarian,hu_73,,female,25-35,2
shop assistant,Hungarian,hu_74,,male,25-35,3
shop assistant,Hungarian,hu_76,,male,45-55,0
shop assistant,Hungarian,hu_77,,female,25-35,3
shop assistant,Hungarian,hu_78,,male,35-45,2
shop assistant,Hungarian,hu_79,,female,25-35,0
shop assistant,Hungarian,hu_80,,male,25-35,0
shop assistant,Hungarian,hu_81,,female,25-35,0
shop assistant,Hungarian,hu_82,,male,35-45,0
shop assistant,Hungarian,hu_83,,female,35-45,1
shop assistant,Hungarian,hu_84,,female,25-35,1
shop assistant,Hungarian,hu_85,,female,35-45,0
shop assistant,Hungarian,hu_86,,female,45-55,0
shop assistant,Hungarian,hu_87,,female,<25,0
shop assistant,Hungarian,hu_88,,male,35-45,2
shop assistant,Hungarian,hu_89,,female,<25,0
shop assistant,Hungarian,hu_90,,female,25-35,0
shop assistant,Hungarian,hu_93,,male,25-35,1
shop assistant,Hungarian,hu_95,,male,35-45,0
shop assistant,Hungarian,hu_96,,male,25-35,1
shop assistant,Hungarian,hu_97,,female,35-45,1
shop assistant,Hungarian,hu_99,,male,35-45,1
gardener,Hungarian,hu_1,,male,25-35,0
gardener,Hungarian,hu_2,,male,45-55,0
gardener,Hungarian,hu_3,,male,25-35,0
gardener,Hungarian,hu_4,,male,35-45,-1
gardener,Hungarian,hu_5,,male,25-35,-1
gardener,Hungarian,hu_6,,male,25-35,-2
gardener,Hungarian,hu_7,,female,35-45,-1
gardener,Hungarian,hu_8,,female,45-55,-2
gardener,Hungarian,hu_9,,male,25-35,0
gardener,Hungarian,hu_10,,male,35-45,-2
gardener,Hungarian,hu_11,,female,45-55,0
gardener,Hungarian,hu_12,,male,25-35,-2
gardener,Hungarian,hu_14,,female,25-35,0
gardener,Hungarian,hu_15,,female,35-45,-2
gardener,Hungarian,hu_16,,female,25-35,-2
gardener,Hungarian,hu_17,,female,45-55,0
gardener,Hungarian,hu_18,,female,45-55,0
gardener,Hungarian,hu_19,,female,25-35,-1
gardener,Hungarian,hu_20,,female,25-35,-1
gardener,Hungarian,hu_21,,female,25-35,0
gardener,Hungarian,hu_22,,male,25-35,-1
gardener,Hungarian,hu_23,,male,25-35,-1
gardener,Hungarian,hu_24,,male,25-35,-3
gardener,Hungarian,hu_25,,male,25-35,-1
gardener,Hungarian,hu_26,,female,25-35,0
gardener,Hungarian,hu_28,,male,25-35,-1
gardener,Hungarian,hu_30,,female,25-35,-2
gardener,Hungarian,hu_31,,male,25-35,-2
gardener,Hungarian,hu_33,,male,35-45,-3
gardener,Hungarian,hu_34,,female,25-35,-3
gardener,Hungarian,hu_35,,male,35-45,0
gardener,Hungarian,hu_36,,male,25-35,0
gardener,Hungarian,hu_37,,male,25-35,-1
gardener,Hungarian,hu_38,,female,35-45,-2
gardener,Hungarian,hu_40,,male,25-35,0
gardener,Hungarian,hu_42,,female,25-35,0
gardener,Hungarian,hu_43,,male,25-35,-1
gardener,Hungarian,hu_44,,male,25-35,0
gardener,Hungarian,hu_45,,female,<25,-2
gardener,Hungarian,hu_46,,female,25-35,0
gardener,Hungarian,hu_47,,male,25-35,0
gardener,Hungarian,hu_48,,male,35-45,-1
gardener,Hungarian,hu_49,,male,25-35,0
gardener,Hungarian,hu_50,,male,25-35,-1
gardener,Hungarian,hu_51,,male,25-35,0
gardener,Hungarian,hu_52,,male,25-35,0
gardener,Hungarian,hu_53,,male,25-35,-2
gardener,Hungarian,hu_54,,male,45-55,0
gardener,Hungarian,hu_55,,female,35-45,-2
gardener,Hungarian,hu_56,,female,25-35,-1
gardener,Hungarian,hu_58,,female,25-35,0
gardener,Hungarian,hu_60,,female,25-35,0
gardener,Hungarian,hu_62,,male,25-35,0
gardener,Hungarian,hu_64,,male,<25,-1
gardener,Hungarian,hu_65,,female,35-45,-2
gardener,Hungarian,hu_66,,female,25-35,0
gardener,Hungarian,hu_67,,male,<25,-2
gardener,Hungarian,hu_68,,female,35-45,0
gardener,Hungarian,hu_70,,male,25-35,0
gardener,Hungarian,hu_71,,female,25-35,-1
gardener,Hungarian,hu_72,,male,<25,-1
gardener,Hungarian,hu_73,,female,25-35,-2
gardener,Hungarian,hu_74,,male,25-35,-3
gardener,Hungarian,hu_76,,male,45-55,0
gardener,Hungarian,hu_77,,female,25-35,-2
gardener,Hungarian,hu_78,,male,35-45,-1
gardener,Hungarian,hu_79,,female,25-35,0
gardener,Hungarian,hu_80,,male,25-35,-1
gardener,Hungarian,hu_81,,female,25-35,-1
gardener,Hungarian,hu_82,,male,35-45,-1
gardener,Hungarian,hu_83,,female,35-45,-2
gardener,Hungarian,hu_84,,female,25-35,-1
gardener,Hungarian,hu_85,,female,35-45,0
gardener,Hungarian,hu_86,,female,45-55,0
gardener,Hungarian,hu_87,,female,<25,0
gardener,Hungarian,hu_88,,male,35-45,-3
gardener,Hungarian,hu_89,,female,<25,0
gardener,Hungarian,hu_90,,female,25-35,0
gardener,Hungarian,hu_93,,male,25-35,0
gardener,Hungarian,hu_95,,male,35-45,-1
gardener,Hungarian,hu_96,,male,25-35,-1
gardener,Hungarian,hu_97,,female,35-45,-2
gardener,Hungarian,hu_99,,male,35-45,-3
secretary,Hungarian,hu_1,,male,25-35,0
secretary,Hungarian,hu_2,,male,45-55,-2
secretary,Hungarian,hu_3,,male,25-35,0
secretary,Hungarian,hu_4,,male,35-45,0
secretary,Hungarian,hu_5,,male,25-35,1
secretary,Hungarian,hu_6,,male,25-35,-1
secretary,Hungarian,hu_7,,female,35-45,-1
secretary,Hungarian,hu_8,,female,45-55,2
secretary,Hungarian,hu_9,,male,25-35,0
secretary,Hungarian,hu_10,,male,35-45,2
secretary,Hungarian,hu_11,,female,45-55,0
secretary,Hungarian,hu_12,,male,25-35,-1
secretary,Hungarian,hu_14,,female,25-35,0
secretary,Hungarian,hu_15,,female,35-45,0
secretary,Hungarian,hu_16,,female,25-35,-2
secretary,Hungarian,hu_17,,female,45-55,0
secretary,Hungarian,hu_18,,female,45-55,0
secretary,Hungarian,hu_19,,female,25-35,1
secretary,Hungarian,hu_20,,female,25-35,1
secretary,Hungarian,hu_21,,female,25-35,-3
secretary,Hungarian,hu_22,,male,25-35,-1
secretary,Hungarian,hu_23,,male,25-35,2
secretary,Hungarian,hu_24,,male,25-35,-1
secretary,Hungarian,hu_25,,male,25-35,-3
secretary,Hungarian,hu_26,,female,25-35,-3
secretary,Hungarian,hu_28,,male,25-35,1
secretary,Hungarian,hu_30,,female,25-35,-1
secretary,Hungarian,hu_31,,male,25-35,3
secretary,Hungarian,hu_33,,male,35-45,-1
secretary,Hungarian,hu_34,,female,25-35,3
secretary,Hungarian,hu_35,,male,35-45,0
secretary,Hungarian,hu_36,,male,25-35,0
secretary,Hungarian,hu_37,,male,25-35,3
secretary,Hungarian,hu_38,,female,35-45,1
secretary,Hungarian,hu_40,,male,25-35,2
secretary,Hungarian,hu_42,,female,25-35,-1
secretary,Hungarian,hu_43,,male,25-35,-1
secretary,Hungarian,hu_44,,male,25-35,0
secretary,Hungarian,hu_45,,female,<25,1
secretary,Hungarian,hu_46,,female,25-35,0
secretary,Hungarian,hu_47,,male,25-35,2
secretary,Hungarian,hu_48,,male,35-45,1
secretary,Hungarian,hu_49,,male,25-35,-3
secretary,Hungarian,hu_50,,male,25-35,1
secretary,Hungarian,hu_51,,male,25-35,2
secretary,Hungarian,hu_52,,male,25-35,0
secretary,Hungarian,hu_53,,male,25-35,0
secretary,Hungarian,hu_54,,male,45-55,0
secretary,Hungarian,hu_55,,female,35-45,2
secretary,Hungarian,hu_56,,female,25-35,0
secretary,Hungarian,hu_58,,female,25-35,0
secretary,Hungarian,hu_60,,female,25-35,-1
secretary,Hungarian,hu_62,,male,25-35,0
secretary,Hungarian,hu_64,,male,<25,1
secretary,Hungarian,hu_65,,female,35-45,-1
secretary,Hungarian,hu_66,,female,25-35,0
secretary,Hungarian,hu_67,,male,<25,2
secretary,Hungarian,hu_68,,female,35-45,0
secretary,Hungarian,hu_70,,male,25-35,0
secretary,Hungarian,hu_71,,female,25-35,1
secretary,Hungarian,hu_72,,male,<25,-3
secretary,Hungarian,hu_73,,female,25-35,0
secretary,Hungarian,hu_74,,male,25-35,3
secretary,Hungarian,hu_76,,male,45-55,0
secretary,Hungarian,hu_77,,female,25-35,-2
secretary,Hungarian,hu_78,,male,35-45,2
secretary,Hungarian,hu_79,,female,25-35,0
secretary,Hungarian,hu_80,,male,25-35,-1
secretary,Hungarian,hu_81,,female,25-35,-1
secretary,Hungarian,hu_82,,male,35-45,-1
secretary,Hungarian,hu_83,,female,35-45,-3
secretary,Hungarian,hu_84,,female,25-35,1
secretary,Hungarian,hu_85,,female,35-45,0
secretary,Hungarian,hu_86,,female,45-55,1
secretary,Hungarian,hu_87,,female,<25,-1
secretary,Hungarian,hu_88,,male,35-45,1
secretary,Hungarian,hu_89,,female,<25,0
secretary,Hungarian,hu_90,,female,25-35,0
secretary,Hungarian,hu_93,,male,25-35,-3
secretary,Hungarian,hu_95,,male,35-45,-1
secretary,Hungarian,hu_96,,male,25-35,-3
secretary,Hungarian,hu_97,,female,35-45,-1
secretary,Hungarian,hu_99,,male,35-45,0
,Hungarian,hu_1,,male,25-35,0
,Hungarian,hu_2,,male,45-55,0
,Hungarian,hu_3,,male,25-35,0
,Hungarian,hu_4,,male,35-45,1
,Hungarian,hu_5,,male,25-35,0
,Hungarian,hu_6,,male,25-35,0
,Hungarian,hu_7,,female,35-45,1
,Hungarian,hu_8,,female,45-55,-1
,Hungarian,hu_9,,male,25-35,1
,Hungarian,hu_10,,male,35-45,0
,Hungarian,hu_11,,female,45-55,0
,Hungarian,hu_12,,male,25-35,2
,Hungarian,hu_14,,female,25-35,0
,Hungarian,hu_15,,female,35-45,0
,Hungarian,hu_16,,female,25-35,0
,Hungarian,hu_17,,female,45-55,0
,Hungarian,hu_18,,female,45-55,0
,Hungarian,hu_19,,female,25-35,0
,Hungarian,hu_20,,female,25-35,0
,Hungarian,hu_21,,female,25-35,0
,Hungarian,hu_22,,male,25-35,2
,Hungarian,hu_23,,male,25-35,0
,Hungarian,hu_24,,male,25-35,-1
,Hungarian,hu_25,,male,25-35,2
,Hungarian,hu_26,,female,25-35,0
,Hungarian,hu_28,,male,25-35,0
,Hungarian,hu_30,,female,25-35,0
,Hungarian,hu_31,,male,25-35,3
,Hungarian,hu_33,,male,35-45,3
,Hungarian,hu_34,,female,25-35,2
,Hungarian,hu_35,,male,35-45,0
,Hungarian,hu_36,,male,25-35,0
,Hungarian,hu_37,,male,25-35,3
,Hungarian,hu_38,,female,35-45,0
,Hungarian,hu_40,,male,25-35,1
,Hungarian,hu_42,,female,25-35,0
,Hungarian,hu_43,,male,25-35,0
,Hungarian,hu_44,,male,25-35,0
,Hungarian,hu_45,,female,<25,2
,Hungarian,hu_46,,female,25-35,0
,Hungarian,hu_47,,male,25-35,2
,Hungarian,hu_48,,male,35-45,0
,Hungarian,hu_49,,male,25-35,0
,Hungarian,hu_50,,male,25-35,0
,Hungarian,hu_51,,male,25-35,0
,Hungarian,hu_52,,male,25-35,1
,Hungarian,hu_53,,male,25-35,0
,Hungarian,hu_54,,male,45-55,0
,Hungarian,hu_55,,female,35-45,2
,Hungarian,hu_56,,female,25-35,0
,Hungarian,hu_58,,female,25-35,0
,Hungarian,hu_60,,female,25-35,0
,Hungarian,hu_62,,male,25-35,0
,Hungarian,hu_64,,male,<25,1
,Hungarian,hu_65,,female,35-45,1
,Hungarian,hu_66,,female,25-35,0
,Hungarian,hu_67,,male,<25,2
,Hungarian,hu_68,,female,35-45,0
,Hungarian,hu_70,,male,25-35,0
,Hungarian,hu_71,,female,25-35,2
,Hungarian,hu_72,,male,<25,0
,Hungarian,hu_73,,female,25-35,0
,Hungarian,hu_74,,male,25-35,1
,Hungarian,hu_76,,male,45-55,0
,Hungarian,hu_77,,female,25-35,2
,Hungarian,hu_78,,male,35-45,2
,Hungarian,hu_79,,female,25-35,0
,Hungarian,hu_80,,male,25-35,0
,Hungarian,hu_81,,female,25-35,2
,Hungarian,hu_82,,male,35-45,0
,Hungarian,hu_83,,female,35-45,0
,Hungarian,hu_84,,female,25-35,2
,Hungarian,hu_85,,female,35-45,0
,Hungarian,hu_86,,female,45-55,0
,Hungarian,hu_87,,female,<25,0
,Hungarian,hu_88,,male,35-45,1
,Hungarian,hu_89,,female,<25,0
,Hungarian,hu_90,,female,25-35,0
,Hungarian,hu_93,,male,25-35,1
,Hungarian,hu_95,,male,35-45,1
,Hungarian,hu_96,,male,25-35,1
,Hungarian,hu_97,,female,35-45,0
,Hungarian,hu_99,,male,35-45,1
dietitian,Hungarian,hu_1,,male,25-35,0
dietitian,Hungarian,hu_2,,male,45-55,0
dietitian,Hungarian,hu_3,,male,25-35,0
dietitian,Hungarian,hu_4,,male,35-45,1
dietitian,Hungarian,hu_5,,male,25-35,0
dietitian,Hungarian,hu_6,,male,25-35,1
dietitian,Hungarian,hu_7,,female,35-45,2
dietitian,Hungarian,hu_8,,female,45-55,1
dietitian,Hungarian,hu_9,,male,25-35,1
dietitian,Hungarian,hu_10,,male,35-45,1
dietitian,Hungarian,hu_11,,female,45-55,0
dietitian,Hungarian,hu_12,,male,25-35,1
dietitian,Hungarian,hu_14,,female,25-35,0
dietitian,Hungarian,hu_15,,female,35-45,1
dietitian,Hungarian,hu_16,,female,25-35,1
dietitian,Hungarian,hu_17,,female,45-55,0
dietitian,Hungarian,hu_18,,female,45-55,0
dietitian,Hungarian,hu_19,,female,25-35,1
dietitian,Hungarian,hu_20,,female,25-35,2
dietitian,Hungarian,hu_21,,female,25-35,0
dietitian,Hungarian,hu_22,,male,25-35,1
dietitian,Hungarian,hu_23,,male,25-35,1
dietitian,Hungarian,hu_24,,male,25-35,1
dietitian,Hungarian,hu_25,,male,25-35,2
dietitian,Hungarian,hu_26,,female,25-35,0
dietitian,Hungarian,hu_28,,male,25-35,1
dietitian,Hungarian,hu_30,,female,25-35,2
dietitian,Hungarian,hu_31,,male,25-35,0
dietitian,Hungarian,hu_33,,male,35-45,0
dietitian,Hungarian,hu_34,,female,25-35,1
dietitian,Hungarian,hu_35,,male,35-45,0
dietitian,Hungarian,hu_36,,male,25-35,1
dietitian,Hungarian,hu_37,,male,25-35,2
dietitian,Hungarian,hu_38,,female,35-45,2
dietitian,Hungarian,hu_40,,male,25-35,0
dietitian,Hungarian,hu_42,,female,25-35,0
dietitian,Hungarian,hu_43,,male,25-35,0
dietitian,Hungarian,hu_44,,male,25-35,0
dietitian,Hungarian,hu_45,,female,<25,1
dietitian,Hungarian,hu_46,,female,25-35,0
dietitian,Hungarian,hu_47,,male,25-35,2
dietitian,Hungarian,hu_48,,male,35-45,0
dietitian,Hungarian,hu_49,,male,25-35,0
dietitian,Hungarian,hu_50,,male,25-35,2
dietitian,Hungarian,hu_51,,male,25-35,2
dietitian,Hungarian,hu_52,,male,25-35,1
dietitian,Hungarian,hu_53,,male,25-35,1
dietitian,Hungarian,hu_54,,male,45-55,0
dietitian,Hungarian,hu_55,,female,35-45,2
dietitian,Hungarian,hu_56,,female,25-35,1
dietitian,Hungarian,hu_58,,female,25-35,0
dietitian,Hungarian,hu_60,,female,25-35,0
dietitian,Hungarian,hu_62,,male,25-35,0
dietitian,Hungarian,hu_64,,male,<25,0
dietitian,Hungarian,hu_65,,female,35-45,1
dietitian,Hungarian,hu_66,,female,25-35,1
dietitian,Hungarian,hu_67,,male,<25,2
dietitian,Hungarian,hu_68,,female,35-45,0
dietitian,Hungarian,hu_70,,male,25-35,0
dietitian,Hungarian,hu_71,,female,25-35,2
dietitian,Hungarian,hu_72,,male,<25,1
dietitian,Hungarian,hu_73,,female,25-35,2
dietitian,Hungarian,hu_74,,male,25-35,0
dietitian,Hungarian,hu_76,,male,45-55,0
dietitian,Hungarian,hu_77,,female,25-35,1
dietitian,Hungarian,hu_78,,male,35-45,2
dietitian,Hungarian,hu_79,,female,25-35,0
dietitian,Hungarian,hu_80,,male,25-35,1
dietitian,Hungarian,hu_81,,female,25-35,2
dietitian,Hungarian,hu_82,,male,35-45,0
dietitian,Hungarian,hu_83,,female,35-45,1
dietitian,Hungarian,hu_84,,female,25-35,1
dietitian,Hungarian,hu_85,,female,35-45,2
dietitian,Hungarian,hu_86,,female,45-55,0
dietitian,Hungarian,hu_87,,female,<25,0
dietitian,Hungarian,hu_88,,male,35-45,1
dietitian,Hungarian,hu_89,,female,<25,0
dietitian,Hungarian,hu_90,,female,25-35,0
dietitian,Hungarian,hu_93,,male,25-35,1
dietitian,Hungarian,hu_95,,male,35-45,0
dietitian,Hungarian,hu_96,,male,25-35,1
dietitian,Hungarian,hu_97,,female,35-45,1
dietitian,Hungarian,hu_99,,male,35-45,2
teacher,Hungarian,hu_1,,male,25-35,0
teacher,Hungarian,hu_2,,male,45-55,0
teacher,Hungarian,hu_3,,male,25-35,0
teacher,Hungarian,hu_4,,male,35-45,2
teacher,Hungarian,hu_5,,male,25-35,0
teacher,Hungarian,hu_6,,male,25-35,0
teacher,Hungarian,hu_7,,female,35-45,-1
teacher,Hungarian,hu_8,,female,45-55,2
teacher,Hungarian,hu_9,,male,25-35,-3
teacher,Hungarian,hu_10,,male,35-45,0
teacher,Hungarian,hu_11,,female,45-55,0
teacher,Hungarian,hu_12,,male,25-35,1
teacher,Hungarian,hu_14,,female,25-35,0
teacher,Hungarian,hu_15,,female,35-45,1
teacher,Hungarian,hu_16,,female,25-35,-1
teacher,Hungarian,hu_17,,female,45-55,0
teacher,Hungarian,hu_18,,female,45-55,0
teacher,Hungarian,hu_19,,female,25-35,0
teacher,Hungarian,hu_20,,female,25-35,0
teacher,Hungarian,hu_21,,female,25-35,0
teacher,Hungarian,hu_22,,male,25-35,-1
teacher,Hungarian,hu_23,,male,25-35,0
teacher,Hungarian,hu_24,,male,25-35,0
teacher,Hungarian,hu_25,,male,25-35,0
teacher,Hungarian,hu_26,,female,25-35,0
teacher,Hungarian,hu_28,,male,25-35,1
teacher,Hungarian,hu_30,,female,25-35,-3
teacher,Hungarian,hu_31,,male,25-35,2
teacher,Hungarian,hu_33,,male,35-45,0
teacher,Hungarian,hu_34,,female,25-35,0
teacher,Hungarian,hu_35,,male,35-45,0
teacher,Hungarian,hu_36,,male,25-35,0
teacher,Hungarian,hu_37,,male,25-35,1
teacher,Hungarian,hu_38,,female,35-45,1
teacher,Hungarian,hu_40,,male,25-35,0
teacher,Hungarian,hu_42,,female,25-35,-1
teacher,Hungarian,hu_43,,male,25-35,-1
teacher,Hungarian,hu_44,,male,25-35,0
teacher,Hungarian,hu_45,,female,<25,1
teacher,Hungarian,hu_46,,female,25-35,0
teacher,Hungarian,hu_47,,male,25-35,2
teacher,Hungarian,hu_48,,male,35-45,0
teacher,Hungarian,hu_49,,male,25-35,-3
teacher,Hungarian,hu_50,,male,25-35,0
teacher,Hungarian,hu_51,,male,25-35,0
teacher,Hungarian,hu_52,,male,25-35,2
teacher,Hungarian,hu_53,,male,25-35,-1
teacher,Hungarian,hu_54,,male,45-55,0
teacher,Hungarian,hu_55,,female,35-45,2
teacher,Hungarian,hu_56,,female,25-35,0
teacher,Hungarian,hu_58,,female,25-35,0
teacher,Hungarian,hu_60,,female,25-35,0
teacher,Hungarian,hu_62,,male,25-35,0
teacher,Hungarian,hu_64,,male,<25,0
teacher,Hungarian,hu_65,,female,35-45,0
teacher,Hungarian,hu_66,,female,25-35,0
teacher,Hungarian,hu_67,,male,<25,2
teacher,Hungarian,hu_68,,female,35-45,0
teacher,Hungarian,hu_70,,male,25-35,0
teacher,Hungarian,hu_71,,female,25-35,1
teacher,Hungarian,hu_72,,male,<25,0
teacher,Hungarian,hu_73,,female,25-35,0
teacher,Hungarian,hu_74,,male,25-35,1
teacher,Hungarian,hu_76,,male,45-55,0
teacher,Hungarian,hu_77,,female,25-35,1
teacher,Hungarian,hu_78,,male,35-45,2
teacher,Hungarian,hu_79,,female,25-35,0
teacher,Hungarian,hu_80,,male,25-35,-1
teacher,Hungarian,hu_81,,female,25-35,-1
teacher,Hungarian,hu_82,,male,35-45,0
teacher,Hungarian,hu_83,,female,35-45,0
teacher,Hungarian,hu_84,,female,25-35,-1
teacher,Hungarian,hu_85,,female,35-45,0
teacher,Hungarian,hu_86,,female,45-55,0
teacher,Hungarian,hu_87,,female,<25,-1
teacher,Hungarian,hu_88,,male,35-45,2
teacher,Hungarian,hu_89,,female,<25,0
teacher,Hungarian,hu_90,,female,25-35,0
teacher,Hungarian,hu_93,,male,25-35,-1
teacher,Hungarian,hu_95,,male,35-45,1
teacher,Hungarian,hu_96,,male,25-35,0
teacher,Hungarian,hu_97,,female,35-45,0
teacher,Hungarian,hu_99,,male,35-45,1
police officer,Hungarian,hu_1,,male,25-35,-2
police officer,Hungarian,hu_2,,male,45-55,-2
police officer,Hungarian,hu_3,,male,25-35,-1
police officer,Hungarian,hu_4,,male,35-45,-2
police officer,Hungarian,hu_5,,male,25-35,-1
police officer,Hungarian,hu_6,,male,25-35,-2
police officer,Hungarian,hu_7,,female,35-45,-1
police officer,Hungarian,hu_8,,female,45-55,-2
police officer,Hungarian,hu_9,,male,25-35,-2
police officer,Hungarian,hu_10,,male,35-45,-1
police officer,Hungarian,hu_11,,female,45-55,0
police officer,Hungarian,hu_12,,male,25-35,-2
police officer,Hungarian,hu_14,,female,25-35,0
police officer,Hungarian,hu_15,,female,35-45,-2
police officer,Hungarian,hu_16,,female,25-35,-1
police officer,Hungarian,hu_17,,female,45-55,0
police officer,Hungarian,hu_18,,female,45-55,0
police officer,Hungarian,hu_19,,female,25-35,-2
police officer,Hungarian,hu_20,,female,25-35,-2
police officer,Hungarian,hu_21,,female,25-35,-1
police officer,Hungarian,hu_22,,male,25-35,-2
police officer,Hungarian,hu_23,,male,25-35,-1
police officer,Hungarian,hu_24,,male,25-35,-2
police officer,Hungarian,hu_25,,male,25-35,0
police officer,Hungarian,hu_26,,female,25-35,0
police officer,Hungarian,hu_28,,male,25-35,-2
police officer,Hungarian,hu_30,,female,25-35,-3
police officer,Hungarian,hu_31,,male,25-35,-2
police officer,Hungarian,hu_33,,male,35-45,-1
police officer,Hungarian,hu_34,,female,25-35,-1
police officer,Hungarian,hu_35,,male,35-45,0
police officer,Hungarian,hu_36,,male,25-35,-1
police officer,Hungarian,hu_37,,male,25-35,-2
police officer,Hungarian,hu_38,,female,35-45,-2
police officer,Hungarian,hu_40,,male,25-35,-1
police officer,Hungarian,hu_42,,female,25-35,0
police officer,Hungarian,hu_43,,male,25-35,-1
police officer,Hungarian,hu_44,,male,25-35,0
police officer,Hungarian,hu_45,,female,<25,0
police officer,Hungarian,hu_46,,female,25-35,0
police officer,Hungarian,hu_47,,male,25-35,-1
police officer,Hungarian,hu_48,,male,35-45,0
police officer,Hungarian,hu_49,,male,25-35,-3
police officer,Hungarian,hu_50,,male,25-35,-2
police officer,Hungarian,hu_51,,male,25-35,-1
police officer,Hungarian,hu_52,,male,25-35,-2
police officer,Hungarian,hu_53,,male,25-35,-2
police officer,Hungarian,hu_54,,male,45-55,0
police officer,Hungarian,hu_55,,female,35-45,-2
police officer,Hungarian,hu_56,,female,25-35,-1
police officer,Hungarian,hu_58,,female,25-35,0
police officer,Hungarian,hu_60,,female,25-35,0
police officer,Hungarian,hu_62,,male,25-35,0
police officer,Hungarian,hu_64,,male,<25,-2
police officer,Hungarian,hu_65,,female,35-45,-1
police officer,Hungarian,hu_66,,female,25-35,-1
police officer,Hungarian,hu_67,,male,<25,-2
police officer,Hungarian,hu_68,,female,35-45,0
police officer,Hungarian,hu_70,,male,25-35,0
police officer,Hungarian,hu_71,,female,25-35,-1
police officer,Hungarian,hu_72,,male,<25,0
police officer,Hungarian,hu_73,,female,25-35,-1
police officer,Hungarian,hu_74,,male,25-35,0
